,0
Useful Life,30.0
Wind Cost ($/kW),1938.0
Solar Cost ($/kW),9999.0
Electrolyzer Installed Cost ($/kW),715.6800000000001
Total Electricity Production (kWh),2656.315158866206
Debt Equity,60.0
ATB Year,2025.0
H2 PTC,0.0
Wind ITC,0.0
Discount Rate,0.07
NPV Wind Expenses,-2475905769.972776
NPV Solar Expenses,0.0
NPV HVDC Expenses,0.0
LCOE ($/MWh),66.07304973572694
LCOH ($/kg),4.25734429
Electrolyzer CF (-),0.99990751
Hydrogen storage duration (hr),0.8102227336030383
Hydrogen storage capacity (kg),8914.805368277617
Hydrogen storage CAPEX ($/kg),12.389736362129
Hydrogen annual production (kg),159204765.6000154
Renewable electricity used annually (MWh),2656315.2
Grid electricity used annually (MWh),6102874.6
Renewable curtailment annually,0.0
LCOH: Grid Electricity ($/kg),2.52520944
LCOH: Hydrogen Storage ($/kg),1.942e-05
LCOH: Compression ($/kg),0.01649444
LCOH: Electrolyzer CAPEX ($/kg),0.12990762
LCOH: Desalination CAPEX ($/kg),0.00030065
LCOH: Electrolyzer FOM ($/kg),0.08039961
LCOH:Desalination FOM ($/kg),0.01040377
LCOH: Electrolyzer VOM ($/kg),0.10728587
LCOH: Renewable CAPEX ($/kg),0.35213045
LCOH: Renewable FOM ($/kg),0.24302039
LCOH: Taxes ($/kg),0.11945383
LCOH: Financial ($/kg),0.64317879
LCOH: Water consumption ($/kg),0.02954
Steel annual production (tonne/year),2172290.616131199
Ammonia annual production (kg/year),726282903.5705061
Steel price: EAF and Casting CAPEX ($/tonne),4.821301060076864
Steel price: Shaft Furnace CAPEX ($/tonne),3.8005658427942013
Steel price: Oxygen Supply CAPEX ($/tonne),0.38172690552420574
Steel price: H2 Pre-heating CAPEX ($/tonne),0.15451427528405465
Steel price: Cooling Tower CAPEX ($/tonne),0.3258513060240742
Steel price: Piping CAPEX ($/tonne),1.3392634350760484
Steel price: Electrical & Instrumentation ($/tonne),0.8928422908063378
"Steel price: Buildings, Storage, Water Service CAPEX ($/tonne)",2.3580680996024506
Steel price: Miscellaneous CAPEX ($/tonne),0.8928426467122522
Steel price: Annual Operating Labor Cost ($/tonne),42.10601948747232
Steel price: Maintenance Labor Cost ($/tonne),3.8749500506460364
Steel price: Administrative & Support Labor Cost ($/tonne),11.495242384529586
Steel price: Installation Cost ($/tonne),6.387831885958571
Steel price: Maintenance Materials ($/tonne),7.719999999999997
Steel price: Raw Water Withdrawal ($/tonne),0.4764879062999999
Steel price: Lime ($/tonne),2.2519312251966808
Steel price: Carbon ($/tonne),11.211796223663693
Steel price: Iron Ore ($/tonne),431.0859990658773
Steel price: Hydrogen ($/tonne),280.8144293683999
Steel price: Natural gas ($/tonne),2.7167092623580067
Steel price: Electricity ($/tonne),3.6353391964596957
Steel price: Slag Disposal ($/tonne),6.560037899999999
Steel price: Taxes ($/tonne),10.829469647350418
Steel price: Financial ($/tonne),51.07412040679132
Steel price: Total ($/tonne),875.3573398729038
(-) Steel price: BOS savings ($/tonne),5.747621192264794
Ammonia price: Air Separation by Cryogenic ($/kg),0.0014428588466284962
Ammonia price: Haber Bosch ($/kg),0.0011951839237329313
Ammonia price: Boiler and Steam Turbine ($/kg),0.00045319773184609964
Ammonia price: Cooling Tower ($/kg),0.0003076751714752657
Ammonia price: Depreciable Nonequipment ($/kg),0.0017570161539851472
Ammonia price: Labor Cost ($/kg),0.009381706086586575
Ammonia price: Maintenance Cost ($/kg),0.0007121677896960254
Ammonia price: Administrative Expense ($/kg),0.0018763412173173155
Ammonia price: Hydrogen ($/kg),0.8399076266181081
Ammonia price: Electricity ($/kg),0.0035061349532765885
Ammonia price: Cooling water ($/kg),5.580990977316855e-06
Ammonia price: Iron based catalyst ($/kg),0.0021180315277480313
Ammonia price: Oxygen byproduct ($/kg),0.00838664830060196
Ammonia price: Taxes ($/kg),0.0032514732750046514
Ammonia price: Financial ($/kg),0.016816210369075164
Ammonia price: Total ($/kg),0.8750069563587054
